Sommet 1	 ======> Couleur : 1
Sommet 117	 ======> Couleur : 17
Sommet 118	 ======> Couleur : 18
Sommet 119	 ======> Couleur : 19
Sommet 120	 ======> Couleur : 20
Sommet 121	 ======> Couleur : 5
Sommet 122	 ======> Couleur : 1
Sommet 123	 ======> Couleur : 2
Sommet 124	 ======> Couleur : 3
Sommet 125	 ======> Couleur : 4
Sommet 126	 ======> Couleur : 1
Sommet 127	 ======> Couleur : 1
Sommet 128	 ======> Couleur : 5
Sommet 129	 ======> Couleur : 6
Sommet 130	 ======> Couleur : 2
Sommet 131	 ======> Couleur : 7
Sommet 132	 ======> Couleur : 3
Sommet 133	 ======> Couleur : 2
Sommet 134	 ======> Couleur : 1
Sommet 135	 ======> Couleur : 8
Sommet 136	 ======> Couleur : 4
Sommet 137	 ======> Couleur : 3
Sommet 138	 ======> Couleur : 2
Sommet 139	 ======> Couleur : 1
Sommet 140	 ======> Couleur : 9
Sommet 141	 ======> Couleur : 10
Sommet 142	 ======> Couleur : 5
Sommet 143	 ======> Couleur : 11
Sommet 144	 ======> Couleur : 6
Sommet 145	 ======> Couleur : 4
Sommet 146	 ======> Couleur : 12
Sommet 147	 ======> Couleur : 13
Sommet 148	 ======> Couleur : 14
Sommet 149	 ======> Couleur : 15
Sommet 150	 ======> Couleur : 7
Sommet 151	 ======> Couleur : 5
Sommet 152	 ======> Couleur : 16
Sommet 153	 ======> Couleur : 8
Sommet 154	 ======> Couleur : 6
Sommet 155	 ======> Couleur : 3
Sommet 156	 ======> Couleur : 1
Sommet 157	 ======> Couleur : 1
Sommet 158	 ======> Couleur : 2
Sommet 159	 ======> Couleur : 2
Sommet 160	 ======> Couleur : 1
Sommet 161	 ======> Couleur : 1
Sommet 162	 ======> Couleur : 3
Sommet 163	 ======> Couleur : 3
Sommet 164	 ======> Couleur : 2
Sommet 165	 ======> Couleur : 1
Sommet 166	 ======> Couleur : 2
Sommet 167	 ======> Couleur : 1
Sommet 168	 ======> Couleur : 3
Sommet 169	 ======> Couleur : 4
Sommet 170	 ======> Couleur : 2
Sommet 171	 ======> Couleur : 1
Sommet 172	 ======> Couleur : 5
Sommet 173	 ======> Couleur : 3
Sommet 174	 ======> Couleur : 6
Sommet 175	 ======> Couleur : 4
Sommet 176	 ======> Couleur : 7
Sommet 177	 ======> Couleur : 5
Sommet 178	 ======> Couleur : 8
Sommet 179	 ======> Couleur : 6
Sommet 180	 ======> Couleur : 9
Sommet 181	 ======> Couleur : 7
Sommet 182	 ======> Couleur : 10
Sommet 183	 ======> Couleur : 8
Sommet 184	 ======> Couleur : 2
Sommet 185	 ======> Couleur : 1
Sommet 186	 ======> Couleur : 11
Sommet 187	 ======> Couleur : 12
Sommet 188	 ======> Couleur : 13
Sommet 189	 ======> Couleur : 14
Sommet 190	 ======> Couleur : 9
Sommet 191	 ======> Couleur : 15
Sommet 192	 ======> Couleur : 10
Sommet 193	 ======> Couleur : 3
Sommet 194	 ======> Couleur : 16
Sommet 195	 ======> Couleur : 11
Sommet 196	 ======> Couleur : 4
Sommet 197	 ======> Couleur : 2
Sommet 198	 ======> Couleur : 17
Sommet 199	 ======> Couleur : 18
Sommet 200	 ======> Couleur : 12
Sommet 201	 ======> Couleur : 19
Sommet 202	 ======> Couleur : 13
Sommet 203	 ======> Couleur : 5
Sommet 204	 ======> Couleur : 3
Sommet 205	 ======> Couleur : 1
Sommet 206	 ======> Couleur : 20
Sommet 207	 ======> Couleur : 14
Sommet 208	 ======> Couleur : 6
Sommet 209	 ======> Couleur : 4
Sommet 210	 ======> Couleur : 2
Sommet 211	 ======> Couleur : 21
Sommet 212	 ======> Couleur : 15
Sommet 213	 ======> Couleur : 7
Sommet 214	 ======> Couleur : 5
Sommet 215	 ======> Couleur : 3
Sommet 216	 ======> Couleur : 22
Sommet 217	 ======> Couleur : 16
Sommet 218	 ======> Couleur : 8
Sommet 219	 ======> Couleur : 6
Sommet 220	 ======> Couleur : 4
Sommet 221	 ======> Couleur : 23
Sommet 222	 ======> Couleur : 17
Sommet 223	 ======> Couleur : 9
Sommet 224	 ======> Couleur : 7
Sommet 225	 ======> Couleur : 5
Sommet 226	 ======> Couleur : 24
Sommet 227	 ======> Couleur : 18
Sommet 228	 ======> Couleur : 10
Sommet 229	 ======> Couleur : 8
Sommet 230	 ======> Couleur : 6
Sommet 231	 ======> Couleur : 25
Sommet 232	 ======> Couleur : 19
Sommet 233	 ======> Couleur : 11
Sommet 234	 ======> Couleur : 9
Sommet 235	 ======> Couleur : 7
Sommet 236	 ======> Couleur : 26
Sommet 237	 ======> Couleur : 20
Sommet 238	 ======> Couleur : 12
Sommet 239	 ======> Couleur : 10
Sommet 240	 ======> Couleur : 8
Sommet 241	 ======> Couleur : 5
Sommet 242	 ======> Couleur : 6
Sommet 243	 ======> Couleur : 1
Sommet 244	 ======> Couleur : 2
Sommet 245	 ======> Couleur : 1
Sommet 246	 ======> Couleur : 3
Sommet 247	 ======> Couleur : 1
Sommet 248	 ======> Couleur : 1
Sommet 249	 ======> Couleur : 1
Sommet 250	 ======> Couleur : 2
Sommet 251	 ======> Couleur : 3
Sommet 252	 ======> Couleur : 1
Sommet 253	 ======> Couleur : 1
Sommet 254	 ======> Couleur : 2
Sommet 255	 ======> Couleur : 3
Sommet 256	 ======> Couleur : 1
Sommet 257	 ======> Couleur : 1
Sommet 258	 ======> Couleur : 4
Sommet 259	 ======> Couleur : 1
Sommet 260	 ======> Couleur : 2
Sommet 261	 ======> Couleur : 1
Sommet 262	 ======> Couleur : 3
Sommet 263	 ======> Couleur : 4
Sommet 264	 ======> Couleur : 5
Sommet 265	 ======> Couleur : 6
Sommet 266	 ======> Couleur : 7
Sommet 267	 ======> Couleur : 8
Sommet 268	 ======> Couleur : 1
Sommet 269	 ======> Couleur : 2
Sommet 270	 ======> Couleur : 1
Sommet 271	 ======> Couleur : 2
Sommet 272	 ======> Couleur : 3
Sommet 273	 ======> Couleur : 1
Sommet 274	 ======> Couleur : 2
Sommet 275	 ======> Couleur : 3
Sommet 276	 ======> Couleur : 1
Sommet 277	 ======> Couleur : 1
Sommet 278	 ======> Couleur : 4
Sommet 279	 ======> Couleur : 2
Sommet 280	 ======> Couleur : 2
Sommet 281	 ======> Couleur : 5
Sommet 282	 ======> Couleur : 6
Sommet 283	 ======> Couleur : 3
Sommet 284	 ======> Couleur : 3
Sommet 285	 ======> Couleur : 1
Sommet 286	 ======> Couleur : 2
Sommet 287	 ======> Couleur : 3
Sommet 288	 ======> Couleur : 4
Sommet 289	 ======> Couleur : 5
Sommet 290	 ======> Couleur : 6
Sommet 291	 ======> Couleur : 1
Sommet 292	 ======> Couleur : 7
Sommet 293	 ======> Couleur : 8
Sommet 294	 ======> Couleur : 2
Sommet 295	 ======> Couleur : 9
Sommet 296	 ======> Couleur : 10
Sommet 297	 ======> Couleur : 11
Sommet 298	 ======> Couleur : 3
Sommet 299	 ======> Couleur : 12
Sommet 300	 ======> Couleur : 13
Sommet 301	 ======> Couleur : 14
Sommet 302	 ======> Couleur : 15
Sommet 303	 ======> Couleur : 16
Sommet 304	 ======> Couleur : 17
Sommet 305	 ======> Couleur : 5
Sommet 306	 ======> Couleur : 2
Sommet 307	 ======> Couleur : 2
Sommet 308	 ======> Couleur : 3
Sommet 309	 ======> Couleur : 4
Sommet 310	 ======> Couleur : 1
Sommet 311	 ======> Couleur : 17
Sommet 312	 ======> Couleur : 9
Sommet 313	 ======> Couleur : 7
Sommet 314	 ======> Couleur : 18
Sommet 315	 ======> Couleur : 10
Sommet 316	 ======> Couleur : 8
Sommet 317	 ======> Couleur : 4
Sommet 318	 ======> Couleur : 3
Sommet 319	 ======> Couleur : 9
Sommet 320	 ======> Couleur : 5
Sommet 321	 ======> Couleur : 4
Sommet 322	 ======> Couleur : 11
Sommet 323	 ======> Couleur : 10
Sommet 324	 ======> Couleur : 6
Sommet 325	 ======> Couleur : 5
Sommet 326	 ======> Couleur : 12
Sommet 327	 ======> Couleur : 11
Sommet 328	 ======> Couleur : 8
Sommet 329	 ======> Couleur : 6
Sommet 330	 ======> Couleur : 13
Sommet 331	 ======> Couleur : 12
Sommet 332	 ======> Couleur : 9
Sommet 333	 ======> Couleur : 7
Sommet 334	 ======> Couleur : 10
Sommet 335	 ======> Couleur : 8
Sommet 336	 ======> Couleur : 2
Sommet 337	 ======> Couleur : 3
Sommet 338	 ======> Couleur : 4
Sommet 339	 ======> Couleur : 5
Sommet 340	 ======> Couleur : 6
Sommet 341	 ======> Couleur : 1
Sommet 342	 ======> Couleur : 2
Sommet 343	 ======> Couleur : 3
Sommet 344	 ======> Couleur : 4
Sommet 345	 ======> Couleur : 5
Sommet 346	 ======> Couleur : 6
Sommet 347	 ======> Couleur : 7
Sommet 348	 ======> Couleur : 8
Sommet 349	 ======> Couleur : 9
Sommet 350	 ======> Couleur : 10
Sommet 351	 ======> Couleur : 1
Sommet 352	 ======> Couleur : 2
Sommet 353	 ======> Couleur : 1
Sommet 354	 ======> Couleur : 1
Sommet 355	 ======> Couleur : 1
Sommet 356	 ======> Couleur : 3
Sommet 357	 ======> Couleur : 4
Sommet 358	 ======> Couleur : 2
Sommet 359	 ======> Couleur : 2
Sommet 360	 ======> Couleur : 5
Sommet 361	 ======> Couleur : 3
Sommet 362	 ======> Couleur : 6
Sommet 363	 ======> Couleur : 4
Sommet 364	 ======> Couleur : 7
Sommet 365	 ======> Couleur : 5
Sommet 366	 ======> Couleur : 3
Sommet 367	 ======> Couleur : 2
Sommet 368	 ======> Couleur : 8
Sommet 369	 ======> Couleur : 6
Sommet 370	 ======> Couleur : 9
Sommet 371	 ======> Couleur : 10
Sommet 372	 ======> Couleur : 11
Sommet 373	 ======> Couleur : 7
Sommet 374	 ======> Couleur : 12
Sommet 375	 ======> Couleur : 8
Sommet 376	 ======> Couleur : 4
Sommet 377	 ======> Couleur : 3
Sommet 378	 ======> Couleur : 13
Sommet 379	 ======> Couleur : 9
Sommet 380	 ======> Couleur : 5
Sommet 381	 ======> Couleur : 14
Sommet 382	 ======> Couleur : 10
Sommet 383	 ======> Couleur : 6
Sommet 384	 ======> Couleur : 4
Sommet 385	 ======> Couleur : 1
Sommet 386	 ======> Couleur : 27
Sommet 387	 ======> Couleur : 21
Sommet 388	 ======> Couleur : 28
Sommet 389	 ======> Couleur : 29
Sommet 390	 ======> Couleur : 22
Sommet 391	 ======> Couleur : 13
Sommet 392	 ======> Couleur : 30
Sommet 393	 ======> Couleur : 31
Sommet 394	 ======> Couleur : 19
Sommet 395	 ======> Couleur : 1
Sommet 396	 ======> Couleur : 2
Sommet 397	 ======> Couleur : 1
Sommet 398	 ======> Couleur : 2
Sommet 399	 ======> Couleur : 20
Sommet 400	 ======> Couleur : 14
Sommet 401	 ======> Couleur : 15
Sommet 402	 ======> Couleur : 1
Sommet 403	 ======> Couleur : 2
Sommet 404	 ======> Couleur : 3
Sommet 405	 ======> Couleur : 1
Sommet 406	 ======> Couleur : 1
Sommet 407	 ======> Couleur : 1
Sommet 408	 ======> Couleur : 3
Sommet 409	 ======> Couleur : 4
Sommet 410	 ======> Couleur : 2
Sommet 411	 ======> Couleur : 3
Sommet 412	 ======> Couleur : 4
Sommet 413	 ======> Couleur : 5
Sommet 414	 ======> Couleur : 1
Sommet 415	 ======> Couleur : 6
Sommet 416	 ======> Couleur : 21
Sommet 417	 ======> Couleur : 22
Sommet 418	 ======> Couleur : 7
Sommet 419	 ======> Couleur : 23
Sommet 420	 ======> Couleur : 8
Sommet 421	 ======> Couleur : 4
Sommet 422	 ======> Couleur : 5
Sommet 423	 ======> Couleur : 9
Sommet 424	 ======> Couleur : 2
Sommet 425	 ======> Couleur : 1
Sommet 426	 ======> Couleur : 7
Sommet 427	 ======> Couleur : 10
Sommet 428	 ======> Couleur : 3
Sommet 429	 ======> Couleur : 11
Sommet 430	 ======> Couleur : 12
Sommet 431	 ======> Couleur : 6
Sommet 432	 ======> Couleur : 2
Sommet 433	 ======> Couleur : 13
Sommet 434	 ======> Couleur : 9
Sommet 435	 ======> Couleur : 3
Sommet 436	 ======> Couleur : 14
Sommet 437	 ======> Couleur : 10
Sommet 438	 ======> Couleur : 4
Sommet 439	 ======> Couleur : 15
Sommet 440	 ======> Couleur : 11
Sommet 441	 ======> Couleur : 5
Sommet 442	 ======> Couleur : 16
Sommet 443	 ======> Couleur : 12
Sommet 444	 ======> Couleur : 6
Sommet 445	 ======> Couleur : 17
Sommet 446	 ======> Couleur : 13
Sommet 447	 ======> Couleur : 7
Sommet 448	 ======> Couleur : 8
Sommet 449	 ======> Couleur : 14
Sommet 450	 ======> Couleur : 1
Sommet 451	 ======> Couleur : 2
Sommet 452	 ======> Couleur : 3
Sommet 453	 ======> Couleur : 4
Sommet 454	 ======> Couleur : 5
Sommet 455	 ======> Couleur : 6
Sommet 456	 ======> Couleur : 7
Sommet 457	 ======> Couleur : 8
Sommet 458	 ======> Couleur : 9
Sommet 459	 ======> Couleur : 10
Sommet 460	 ======> Couleur : 1
Sommet 461	 ======> Couleur : 1
Sommet 462	 ======> Couleur : 2
Sommet 463	 ======> Couleur : 3
Sommet 464	 ======> Couleur : 1
Sommet 465	 ======> Couleur : 2
Sommet 466	 ======> Couleur : 3
Sommet 467	 ======> Couleur : 1
Sommet 468	 ======> Couleur : 4
Sommet 469	 ======> Couleur : 24
Sommet 470	 ======> Couleur : 18
Sommet 471	 ======> Couleur : 10
Sommet 472	 ======> Couleur : 11
Sommet 473	 ======> Couleur : 1
Sommet 474	 ======> Couleur : 1
Sommet 475	 ======> Couleur : 2
Sommet 476	 ======> Couleur : 3
Sommet 477	 ======> Couleur : 2
Sommet 478	 ======> Couleur : 1
Sommet 479	 ======> Couleur : 4
Sommet 480	 ======> Couleur : 5
Sommet 481	 ======> Couleur : 6
Sommet 482	 ======> Couleur : 7
Sommet 483	 ======> Couleur : 3
Sommet 484	 ======> Couleur : 8
Sommet 485	 ======> Couleur : 4
Sommet 486	 ======> Couleur : 9
Sommet 487	 ======> Couleur : 5
Sommet 488	 ======> Couleur : 10
Sommet 489	 ======> Couleur : 11
Sommet 490	 ======> Couleur : 12
Sommet 491	 ======> Couleur : 13
Sommet 492	 ======> Couleur : 6
Sommet 493	 ======> Couleur : 2
Sommet 494	 ======> Couleur : 14
Sommet 495	 ======> Couleur : 7
Sommet 496	 ======> Couleur : 3
Sommet 497	 ======> Couleur : 1
Sommet 498	 ======> Couleur : 5
Sommet 499	 ======> Couleur : 11
Sommet 500	 ======> Couleur : 1
Sommet 501	 ======> Couleur : 1
Sommet 502	 ======> Couleur : 1
Sommet 503	 ======> Couleur : 2
Sommet 504	 ======> Couleur : 1
Sommet 505	 ======> Couleur : 3
Sommet 506	 ======> Couleur : 4
Sommet 507	 ======> Couleur : 2
Sommet 508	 ======> Couleur : 6
Sommet 509	 ======> Couleur : 7
Sommet 510	 ======> Couleur : 8
Sommet 511	 ======> Couleur : 9
Sommet 512	 ======> Couleur : 10
Sommet 513	 ======> Couleur : 3
Sommet 514	 ======> Couleur : 11
Sommet 515	 ======> Couleur : 4
Sommet 516	 ======> Couleur : 2
Sommet 517	 ======> Couleur : 1
Sommet 518	 ======> Couleur : 1
Sommet 519	 ======> Couleur : 1
Sommet 520	 ======> Couleur : 3
Sommet 521	 ======> Couleur : 2
Sommet 522	 ======> Couleur : 5
Sommet 523	 ======> Couleur : 6
Sommet 524	 ======> Couleur : 1
Sommet 525	 ======> Couleur : 2
Sommet 526	 ======> Couleur : 3
Sommet 527	 ======> Couleur : 4
Sommet 528	 ======> Couleur : 6
Sommet 529	 ======> Couleur : 5
Sommet 530	 ======> Couleur : 1
Sommet 531	 ======> Couleur : 7
Sommet 532	 ======> Couleur : 6
Sommet 533	 ======> Couleur : 7
Sommet 534	 ======> Couleur : 2
Sommet 535	 ======> Couleur : 1
Sommet 536	 ======> Couleur : 1
Sommet 537	 ======> Couleur : 1
Sommet 538	 ======> Couleur : 2
Sommet 539	 ======> Couleur : 3
Sommet 540	 ======> Couleur : 4
Sommet 541	 ======> Couleur : 5
Sommet 542	 ======> Couleur : 6
Sommet 543	 ======> Couleur : 7
Sommet 544	 ======> Couleur : 8
Sommet 545	 ======> Couleur : 1
Sommet 546	 ======> Couleur : 3
Sommet 547	 ======> Couleur : 4
Sommet 548	 ======> Couleur : 7
Sommet 549	 ======> Couleur : 5
Sommet 550	 ======> Couleur : 32
Sommet 551	 ======> Couleur : 33
Sommet 552	 ======> Couleur : 23
Sommet 553	 ======> Couleur : 14
Sommet 554	 ======> Couleur : 34
Sommet 555	 ======> Couleur : 24
Sommet 556	 ======> Couleur : 15
Sommet 557	 ======> Couleur : 21
Sommet 558	 ======> Couleur : 25
Sommet 559	 ======> Couleur : 16
Sommet 560	 ======> Couleur : 35
Sommet 561	 ======> Couleur : 26
Sommet 562	 ======> Couleur : 17
Sommet 563	 ======> Couleur : 36
Sommet 564	 ======> Couleur : 27
Sommet 565	 ======> Couleur : 11
Sommet 566	 ======> Couleur : 6
Sommet 567	 ======> Couleur : 7
Sommet 568	 ======> Couleur : 18
Sommet 569	 ======> Couleur : 8
Sommet 570	 ======> Couleur : 1
Sommet 571	 ======> Couleur : 2
Sommet 572	 ======> Couleur : 3
Sommet 573	 ======> Couleur : 1
Sommet 574	 ======> Couleur : 4
Sommet 575	 ======> Couleur : 2
Sommet 576	 ======> Couleur : 5
Sommet 577	 ======> Couleur : 3
Sommet 578	 ======> Couleur : 1
Sommet 579	 ======> Couleur : 2
Sommet 580	 ======> Couleur : 3
Sommet 581	 ======> Couleur : 4
Sommet 582	 ======> Couleur : 5
Sommet 583	 ======> Couleur : 6
Sommet 584	 ======> Couleur : 7
Sommet 585	 ======> Couleur : 8
Sommet 586	 ======> Couleur : 9
Sommet 587	 ======> Couleur : 10
Sommet 588	 ======> Couleur : 1
Sommet 589	 ======> Couleur : 2
Sommet 590	 ======> Couleur : 1
Sommet 591	 ======> Couleur : 2
Sommet 592	 ======> Couleur : 1
Sommet 593	 ======> Couleur : 3
Sommet 594	 ======> Couleur : 4
Sommet 595	 ======> Couleur : 2
Sommet 596	 ======> Couleur : 1
Sommet 597	 ======> Couleur : 1
Sommet 598	 ======> Couleur : 1
Sommet 599	 ======> Couleur : 2
Sommet 600	 ======> Couleur : 2
Sommet 601	 ======> Couleur : 1
Sommet 602	 ======> Couleur : 9
Sommet 603	 ======> Couleur : 10
Sommet 604	 ======> Couleur : 5
Sommet 605	 ======> Couleur : 1
Sommet 606	 ======> Couleur : 2
Sommet 607	 ======> Couleur : 3
Sommet 608	 ======> Couleur : 19
Sommet 609	 ======> Couleur : 20
Sommet 610	 ======> Couleur : 21
Sommet 611	 ======> Couleur : 14
Sommet 612	 ======> Couleur : 12
Sommet 613	 ======> Couleur : 8
Sommet 614	 ======> Couleur : 1
Sommet 615	 ======> Couleur : 2
Sommet 616	 ======> Couleur : 9
Sommet 617	 ======> Couleur : 15
Sommet 618	 ======> Couleur : 7
Sommet 619	 ======> Couleur : 14
Sommet 620	 ======> Couleur : 12
Sommet 621	 ======> Couleur : 17
Sommet 622	 ======> Couleur : 8
Sommet 623	 ======> Couleur : 10
Sommet 624	 ======> Couleur : 13
Sommet 625	 ======> Couleur : 16
Sommet 626	 ======> Couleur : 18
Sommet 627	 ======> Couleur : 19
Sommet 628	 ======> Couleur : 9
Sommet 629	 ======> Couleur : 25
Sommet 630	 ======> Couleur : 15
Sommet 631	 ======> Couleur : 18
Sommet 632	 ======> Couleur : 12
Sommet 633	 ======> Couleur : 1
Sommet 634	 ======> Couleur : 1
Sommet 635	 ======> Couleur : 2
Sommet 636	 ======> Couleur : 2
Sommet 637	 ======> Couleur : 3
Sommet 638	 ======> Couleur : 1
Sommet 639	 ======> Couleur : 5
Sommet 640	 ======> Couleur : 4
Sommet 641	 ======> Couleur : 2
Sommet 642	 ======> Couleur : 6
Sommet 643	 ======> Couleur : 7
Sommet 644	 ======> Couleur : 8
Sommet 645	 ======> Couleur : 9
Sommet 646	 ======> Couleur : 5
Sommet 647	 ======> Couleur : 3
Sommet 648	 ======> Couleur : 10
Sommet 649	 ======> Couleur : 11
Sommet 650	 ======> Couleur : 12
Sommet 651	 ======> Couleur : 13
Sommet 652	 ======> Couleur : 6
Sommet 653	 ======> Couleur : 4
Sommet 654	 ======> Couleur : 14
Sommet 655	 ======> Couleur : 15
Sommet 656	 ======> Couleur : 16
Sommet 657	 ======> Couleur : 17
Sommet 658	 ======> Couleur : 18
Sommet 659	 ======> Couleur : 19
Sommet 660	 ======> Couleur : 20
Sommet 661	 ======> Couleur : 7
Sommet 662	 ======> Couleur : 5
Sommet 663	 ======> Couleur : 21
Sommet 664	 ======> Couleur : 8
Sommet 665	 ======> Couleur : 22
Sommet 666	 ======> Couleur : 9
Sommet 667	 ======> Couleur : 6
Sommet 668	 ======> Couleur : 1
Sommet 669	 ======> Couleur : 23
Sommet 670	 ======> Couleur : 10
Sommet 671	 ======> Couleur : 7
Sommet 672	 ======> Couleur : 24
Sommet 673	 ======> Couleur : 11
Sommet 674	 ======> Couleur : 8
Sommet 675	 ======> Couleur : 2
Sommet 676	 ======> Couleur : 25
Sommet 677	 ======> Couleur : 12
Sommet 678	 ======> Couleur : 9
Sommet 679	 ======> Couleur : 3
Sommet 680	 ======> Couleur : 1
Sommet 681	 ======> Couleur : 26
Sommet 682	 ======> Couleur : 13
Sommet 683	 ======> Couleur : 10
Sommet 684	 ======> Couleur : 4
Sommet 685	 ======> Couleur : 2
Sommet 686	 ======> Couleur : 27
Sommet 687	 ======> Couleur : 14
Sommet 688	 ======> Couleur : 11
Sommet 689	 ======> Couleur : 5
Sommet 690	 ======> Couleur : 28
Sommet 691	 ======> Couleur : 15
Sommet 692	 ======> Couleur : 12
Sommet 693	 ======> Couleur : 6
Sommet 694	 ======> Couleur : 29
Sommet 695	 ======> Couleur : 16
Sommet 696	 ======> Couleur : 13
Sommet 697	 ======> Couleur : 7
Sommet 698	 ======> Couleur : 3
Sommet 699	 ======> Couleur : 30
Sommet 700	 ======> Couleur : 17
Sommet 701	 ======> Couleur : 14
Sommet 702	 ======> Couleur : 8
Sommet 703	 ======> Couleur : 4
Sommet 704	 ======> Couleur : 11
Sommet 705	 ======> Couleur : 7
Sommet 706	 ======> Couleur : 12
Sommet 707	 ======> Couleur : 8
Sommet 708	 ======> Couleur : 5
Sommet 709	 ======> Couleur : 8
Sommet 710	 ======> Couleur : 21
Sommet 711	 ======> Couleur : 4
Sommet 712	 ======> Couleur : 5
Sommet 713	 ======> Couleur : 2
Sommet 714	 ======> Couleur : 2
Sommet 715	 ======> Couleur : 1
Sommet 716	 ======> Couleur : 2
Sommet 717	 ======> Couleur : 3
Sommet 718	 ======> Couleur : 1
Sommet 719	 ======> Couleur : 1
Sommet 720	 ======> Couleur : 1
Sommet 721	 ======> Couleur : 1
Sommet 722	 ======> Couleur : 5
Sommet 723	 ======> Couleur : 18
Sommet 724	 ======> Couleur : 26
Sommet 725	 ======> Couleur : 25
Sommet 726	 ======> Couleur : 1
Sommet 727	 ======> Couleur : 2
Sommet 728	 ======> Couleur : 1
Sommet 729	 ======> Couleur : 3
Sommet 730	 ======> Couleur : 4
Sommet 731	 ======> Couleur : 5
Sommet 732	 ======> Couleur : 2
Sommet 733	 ======> Couleur : 4
Sommet 734	 ======> Couleur : 5
Sommet 735	 ======> Couleur : 6
